#Word,polarity
rebelliousness,0.125
blackness,-0.25
blast_trauma,-0.375
awestruck,0.25
affect,-0.020833333333333332
thunderbolt,-0.125
changeable,0.1875
freudian_slip,0.25
tax_income,0.25
immigrant,-0.125
extracurricular_activity,-0.5
pull_ahead,0.25
betise,-0.125
creaseless,0.25
prevarication,0.041666666666666664
humiliate,-0.625
nonce,-0.125
fuddle,-0.15625
frederick_i,0.3125
deuteranopia,-0.625
aging,0.041666666666666664
oxidized_ldl_cholesterol,0.375
pop,0.013157894736842105
extinction,-0.10416666666666667
xanthoma_multiplex,-0.5
marrubium,0.125
mirthful,0.5625
sergeant-at-law,0.375
avarice,-0.1875
myopathy,-0.625
virility_drug,-0.125
top-grade,0.75
effulgence,0.25
hole-in-corner,0.125
placidyl,-0.25
brand-new,0.25
poetiser,-0.5
over-the-hill,0.5
mahatma,-0.25
give_out,-0.0625
inexcusable,-0.375
colpocystitis,-0.625
thick-skulled,0.375
eudemon,0.75
bumbling,-0.625
psammoma,-0.375
reassuringly,0.375
whispered,-0.25
july_1,-0.375
transparentness,0.375
purple-spotted,0.125
strive,-0.1875
take_after,0.125
white_rust,-0.375
intrude,-0.03125
inefficaciousness,-0.125
delighted,-0.25
self-employed_person,-0.25
unskilled,-0.3333333333333333
adored,0.375
acquaint,0.041666666666666664
nectariferous,0.25
final,-0.125
beriberi,-0.5
ripen,0.125
dasyure,0.125
steadfastness,-0.0625
genus_euarctos,-0.25
vena_gastrica_sinistra,-0.375
normalization,0.5
tempra,-0.5
scribbler,-0.0625
tattletale,-0.125
laboriousness,-0.125
water_dropwort,-0.375
marblewood,-0.0625
pulseless_disease,-0.625
dispel,0.0625
sacred_fig,0.125
solicitation,0.16666666666666666
caesarism,-0.5
carry-the_can,-0.375
sandfly_fever,-0.25
sepiidae,0.125
curiosity,0.25
double_up,-0.08333333333333333
hangdog,0.0625
atypically,0.25
pour,-0.020833333333333332
picturesqueness,0.25
lock-gate,0.25
double_pneumonia,0.125
animal_group,-0.125
parochial,0.1875
soft-shelled_crab,-0.1875
nursing,-0.125
chat,-0.03125
handsomely,0.25
contemptibility,0.25
credulous,0.375
unsystematic,-0.125
disheartenment,-0.1875
imitation,-0.025
filet_de_boeuf_en_croute,-0.25
basidiospore,0.25
standing_committee,-0.125
graininess,-0.125
chemiluminescence,-0.25
mail-clad,-0.125
gobiesox_strumosus,0.125
severity,-0.3125
comparability,0.25
cervical_smear,-0.125
zolaesque,0.375
scent_out,0.25
good-temperedness,0.625
myopic,-0.4375
bereavement,-0.375
cured,0.0625
bisexual,0.25
result,0.03571428571428571
heartbreak,-0.625
exchangeability,0.375
liberation,0.08333333333333333
skull_and_crossbones,-0.375
carpal_tunnel,-0.625
gelechiidae,0.125
two-wing_flying_fish,-0.25
negotiable,0.20833333333333334
pig_it,-0.125
refresher_course,-0.375
pissed,-0.3125
irksome,-0.25
inconsiderateness,-0.125
offend,-0.28125
antisocial,-0.375
up_to_their_necks,0.125
narcoleptic,-0.16666666666666666
baffling,-0.5
trumping,-0.125
offeror,0.125
serviceableness,0.5
pneumocystis_pneumonia,-0.25
closely,0.16666666666666666
aniseikonia,0.125
vigilant,0.375
nance,-0.125
potpourri,0.041666666666666664
sword_grass,0.125
unstrain,-0.625
meretriciously,0.25
accusing,-0.5
libel,-0.08333333333333333
overactive,0.25
offset,0.011363636363636364
agnosia,-0.25
vermin,-0.125
reiter,0.25
provide,0.03571428571428571
deeds,0.375
unoriginality,-0.125
harold_pinter,-0.25
thud,-0.03125
alpine_totara,-0.25
inferior_labial_vein,-0.125
commute,-0.041666666666666664
reasonless,-0.375
dollar_diplomacy,0.125
bicuspidate,0.125
show-off,-0.5
contritely,0.25
whisk_fern,-0.125
turtle,0.125
downrightness,0.25
lustfully,0.375
blaze,-0.0875
premature_ejaculation,0.25
vexation,-0.15625
weepy,-0.375
intestate,-0.75
plaguy,-0.375
sufferable,-0.625
admirable,0.8125
stately,0.4166666666666667
carrion_fungus,-0.5
illiterate,-0.34375
sir_frederick_grant_banting,0.125
statutory,-0.125
thrust_ahead,-0.125
taint,-0.08333333333333333
superinfection,-0.125
microscopic,0.1875
drub,0.125
backstair,0.5
slouchy,-0.375
overload,-0.1
po-faced,-0.5
tangibleness,-0.25
george_i,0.125
deceive,-0.4375
family_streptomycetaceae,0.125
better,0.49038461538461536
pedestrian,-0.0625
ketosis,-0.25
inhabitable,-0.5
machinelike,-0.125
anoectochilus,0.375
damnably,0.25
indecision,0.0625
out-and-out,0.625
prickly-edged_leaf,0.25
symmetrically,0.125
dreariness,0.125
asiatic_flu,-0.25
set_up,0.008333333333333333
macerate,-0.03125
elan,0.375
reflate,0.03125
reproving,-0.625
rummy,-0.041666666666666664
wavy,-0.125
elements,-0.375
palaeoclimatology,-0.125
time-honored,0.25
subtend,0.125
managerially,0.25
absolvitory,0.25
literary_criticism,0.0625
reproach,-0.4583333333333333
repent,-0.125
doubtful,0.041666666666666664
name_tag,0.125
fellow_traveler,-0.3125
lost,-0.425
untactful,-0.125
maroon,-0.020833333333333332
droop,-0.09375
oddish,-0.125
evolutionarily,0.375
on_the_hook,-0.625
continuum,-0.25
thievishness,-0.625
mutual_resemblance,-0.125
normal_dwarf,0.125
paliurus,-0.125
unfailing,-0.125
free_electron,-0.625
determinism,0.125
paranoic_type_schizophrenia,-0.25
tumbling,0.125
unlike,-0.4375
word_of_advice,-0.125
wood-fired,-0.25
appalling,-0.1875
ingratiate,0.125
draggingly,0.25
slyly,0.25
smartly,0.4166666666666667
lemon_cheese,-0.125
disharmony,-0.375
recoil,-0.08333333333333333
malposed_tooth,-0.125
pump,-0.03409090909090909
free_press,-0.5
solidifying,-0.125
dress_down,-0.4375
mastigophore,0.125
edna_millay,0.375
only,-0.027777777777777776
epiphany,0.25
appall,-0.125
gooselike,-0.125
nonessential,-0.3125
inarguable,0.25
ransack,0.125
lightless,0.25
self-love,0.125
unwarmed,-0.75
stagey,-0.25
xeroderma_pigmentosum,-0.5
gravity_fault,0.125
a_good_deal,0.25
malnutrition,-0.75
multiplicity,-0.0625
convincingly,0.375
skin_sensation,-0.125
invigorator,0.375
dust_bag,-0.125
cryophobia,0.125
better_off,0.875
atrophedema,-0.5
defervesce,0.125
suspended_animation,-0.25
astonishingly,0.125
reach_one's_nostrils,0.125
bantamweight,-0.125
throw_overboard,-0.0625
tattler,-0.0625
pedunculate,-0.125
imparipinnate,0.25
incandescence,0.0625
pedionomus,0.125
tertiary_syphilis,-0.25
crisp,0.09722222222222222
ready-cooked,0.125
tub-thumper,0.25
haematocolpos,-0.125
landing_strip,-0.25
oversize,-0.375
algebraically,0.25
smelling_bottle,-0.25
tell_apart,0.125
draughty,-0.5
precative,-0.5
shut-in,-0.3333333333333333
nonresonant,-0.25
grate,-0.046875
elegant,0.375
probationary,-0.625
coffee_roll,-0.625
james_whitcomb_riley,0.375
melioration,0.16666666666666666
absolved,0.625
highland_fling,0.625
aliform,-0.125
boletus_pulcherrimus,0.125
lambent,0.25
profanatory,-0.125
narrow-bodied,-0.25
sharp_tongue,-0.25
fungibility,0.375
endless,0.09375
genuflection,0.125
juice,0.125
armoured_vehicle,-0.125
profile,0.017857142857142856
unbodied,-0.5
alzheimer's_disease,-0.125
piggishly,0.25
divagation,-0.0625
dematerialize,-0.25
womanise,0.25
einstein,0.25
pansinusitis,-0.625
greater,0.25
abort,-0.4375
crossing,0.017857142857142856
forseti,0.375
succourer,-0.5
paradisiac,0.25
burst,-0.010416666666666666
wildness,-0.15625
baking_powder,-0.25
dedicated,0.125
credit_order,0.125
glucosamine,0.25
pitch_black,-0.125
becomingly,0.25
spavin,-0.25
millstone,-0.16666666666666666
slews,-0.25
bunghole,-0.0625
chilblained,-0.5
unassumingly,0.25
molestation,-0.0625
paradisaeidae,-0.125
wartwort,-0.5
bronzed_diabetes,-0.625
offensive,-0.47575
etiologist,0.125
vapourous,-0.125
naughtily,-0.5
knocked_out,-0.125
dutch_elm_fungus,-0.75
tod,0.1875
kinetic,0.08333333333333333
histiocytosis,-0.5
british_empiricism,0.125
quasi,-0.125
caucasian_language,-0.125
telomere,0.25
dewy-eyed,0.875
posterboard,0.75
ganesha,0.125
theorize,0.041666666666666664
haj,-0.625
numskull,-0.375
remember_oneself,0.5
crunch,-0.05357142857142857
encased,-0.375
boehm,0.375
serrated_wrack,-0.25
lace,-0.03571428571428571
nanism,-0.5
sumptuously,0.375
adoringly,0.625
haphazard,0.125
bodkin,0.03125
poster_board,0.75
drag_out,0.0625
coffee_substitute,0.125
gimcrack,-0.25
boredom,-0.375
straitjacket,-0.25
victual,0.03125
hydrogen,-0.25
maidenhair_fern,0.125
ambiguity,0.25
to_a_t,0.25
dispensable,0.5
friskiness,0.625
mix_up,-0.4375
open_sesame,0.0625
love_lyric,0.25
bollocks,-0.75
contentious,0.375
fire_insurance,0.125
demimonde,-0.625
drake,-0.0625
exercise,-0.025
unwieldy,0.041666666666666664
sizzling,0.125
sneaking,0.25
inaudible,-0.375
ignition_lock,-0.125
sleeplessness,-0.375
otitis,-0.25
rich,0.22115384615384615
tomb,-0.125
recrudesce,0.0625
scrappiness,0.25
epilithic,-0.125
trunk_hose,-0.25
lustfulness,0.625
half-time,0.0625
everyplace,0.375
iterative,-0.125
unit_matrix,-0.125
vigorously,0.375
moisten,0.1875
turn_a_profit,0.125
delightfully,0.375
skinny-dip,-0.125
moll,0.25
excusatory,-0.625
reenlistment,0.625
galeocerdo,-0.25
sententiously,0.25
phallic,0.0625
guilt_trip,-0.875
genus_crocodylus,-0.125
boron_trifluoride,-0.25
inhumed,-0.375
ungreased,-0.125
inexact,-0.125
tate,0.125
expedition,-0.025
aberrancy,0.125
conn's_syndrome,-0.25
gratuitous,-0.125
no-frills,-0.5
unconvinced,-0.5
caress,0.3125
american_bittern,0.375
thoughtful,0.425
spiritism,0.25
steadily,0.0625
adynamia,-0.5
unhomogenised,-0.5
maitreya,0.125
impermeableness,-0.25
complete,0.3
genus_haemoproteus,-0.125
cold_cuts,-0.125
even_chance,-0.125
steinert's_disease,-0.25
flightiness,0.5
disembark,0.125
numerous,-0.125
pristis,-0.125
color_scheme,-0.125
ascidian_tadpole,0.5
non-resinous,-0.5
tendentiously,0.25
staphylococcus,-0.125
chastening,-0.25
pry,-0.05
undomestic,-0.625
potato_scab_bacteria,-0.5
deep-dye,0.375
disqualification,-0.125
extend,0.04411764705882353
cant_dog,0.125
gamma_radiation,-0.25
vary,-0.09375
bally,-0.125
unlivable,-0.625
lupus_erythematosus,-0.25
wildcat_well,-0.375
unpretentious,0.16666666666666666
von_recklinghausen's_disease,-0.625
galahad,0.375
coloratura,0.25
bacon_rind,0.25
anima,-0.125
citrophilus_mealybug,-0.75
assets,0.25
befittingly,0.25
proterozoic_eon,0.25
desolation,-0.15625
opulently,0.375
jovial,0.625
gelatin,0.041666666666666664
slowgoing,-0.625
intractable,-0.75
unimpressive,-0.375
achievable,0.25
loathe,-0.25
ensconce,0.125
self-generated,0.125
bone-idle,-0.25
modified,-0.375
unwrapped,-0.625
legitimately,0.0625
milo_maize,-0.125
dog's_breakfast,-0.75
anagogic,-0.25
two-fold,0.1875
crazyweed,-0.125
lunar_eclipse,0.125
begrime,-0.75
bankable,0.125
vomer,-0.125
soliton_wave,-0.25
family_muridae,-0.125
innocence,0.375
spiv,0.375
contumeliously,0.5
stimulative,0.5
genus_pluvialis,0.125
rinse_off,-0.125
gas_pump,0.125
prudential,0.5
carpal_tunnel_syndrome,-0.625
infatuation,0.3333333333333333
inalienably,0.25
altruistically,0.25
ingest,0.1875
pep,0.25
impermanency,-0.25
reprobation,-0.5
windiness,-0.3125
rye_bread,0.125
deaf-muteness,-0.375
do_justice,0.125
earthy,-0.25
decreased,-0.125
molluscum,-0.25
penicillin-resistant_bacteria,0.25
very_reverend,0.375
checker,0.025
tce,-0.125
stump,-0.046875
yellow_watercress,-0.125
categorematic,0.25
innumerableness,-0.125
seducer,-0.375
invisibly,-0.125
fidget,-0.0625
sphingid,0.125
agave_cantala,-0.125
resist,-0.041666666666666664
linger_over,0.125
in_vacuo,-0.3125
islamism,0.25
polyoma,-0.125
soupiness,-0.0625
esthesis,-0.125
tot,-0.041666666666666664
horrendous,-0.625
avower,0.125
calumet,-0.125
mindfulness,0.375
archangelic,0.25
hospital_occupancy,0.125
raiseable,0.625
flying_start,0.0625
family_albuginaceae,-0.25
background_processing,-0.5
tripinnate,0.375
hansen's_disease,-0.625
tau-minus_particle,0.375
smoldering,0.25
elephantiasis_scroti,-0.5
ornamentation,0.041666666666666664
unclaimed,-0.625
stress,0.015625
muscleman,-0.0625
legal_fraud,0.25
passer,-0.025
lastingness,0.125
ruefully,0.25
hadean_aeon,-0.125
heartburn,-0.625
runcinate_leaf,0.25
sacque,0.125
idoliser,0.3125
irreality,-0.625
restitute,0.0625
catacala,-0.375
notornis,-0.125
dusky-footed_wood_rat,0.125
eloquently,0.0625
unloading,-0.25
familiarize,0.125
incompatible,-0.39822222222222226
famous,0.375
dramatic,0.21875
lespedeza_cuneata,-0.25
genus_bathyergus,0.125
quaff,0.0625
marksmanship,0.5
card,0.009615384615384616
abreast,0.125
gregarious,-0.08333333333333333
dressy,-0.25
unhand,0.125
curvilineal,-0.125
metoprolol,-0.125
yellow-striped,0.125
law_enforcement,-0.125
whack,-0.08333333333333333
extractable,0.625
larghissimo,0.25
congress_shoe,0.125
conservation_of_matter,-0.5
lose_it,0.125
plaintively,0.25
preconceived,-0.5
shoddily,0.25
collide,-0.08333333333333333
subfamily_sterninae,0.375
grasshopper,0.0625
ma'am,0.125
tchaikovsky,0.125
order_rickettsiales,0.125
represent,0.03333333333333333
longsightedness,0.125
cuneate_leaf,0.25
autosomal_recessive_defect,-0.25
ovarian_vein,-0.25
taunt,-0.125
try_on,0.125
ogden_nash,0.125
edified,0.625
fyodor_dostoyevsky,-0.625
scrape_along,-0.125
snooze,-0.1875
heave,-0.07142857142857142
molybdenite,0.125
plea-bargain,-0.125
deliberation,0.025
sundress,0.625
short-eared,0.375
pilotless,-0.125
spatula-shaped,0.375
lateral,0.041666666666666664
fyodor_mikhailovich_dostoevsky,-0.625
grudge,-0.08333333333333333
staunch,0.25
frisson,-0.25
levulose,-0.125
celibate,0.1875
eurhythmy,0.125
wish-wash,0.0625
schistorrhachis,-0.625
toxicologist,0.25
discoverable,0.625
dirty_laundry,-0.125
progression,0.08333333333333333
full_professor,0.625
weather_outlook,-0.125
slayer,-0.375
gosainthan,0.125
wing_commander,0.375
incongruent,-0.25
nudnik,-0.625
logical_positivism,0.125
underquote,-0.125
balletomania,0.75
hammer,-0.025
ask_for_trouble,-0.25
resolute,0.5
attributively,0.25
cacophony,-0.375
punctually,0.625
uneatable,-0.5
saint,0.15
amaranthine,-0.125
job's_comforter,-0.25
trench,0.013888888888888888
riley,0.375
basically,0.5
meanspiritedly,0.25
acquittal,0.625
noncritical,-0.3333333333333333
convince,0.125
unrealized,-0.5
ungratefully,0.25
ravaging,-0.6875
equivalent,0.041666666666666664
take_lying_down,-0.25
desirous,0.375
spearfish,0.25
macadam,-0.1875
murder_charge,-0.125
necessitarian,-0.625
sappy,-0.3125
raptus_hemorrhagicus,-0.375
glass,-0.010416666666666666
scanty,-0.25
fuckup,-0.1875
get_a_load,-0.125
feed_in,-0.5
dusky-footed_woodrat,0.125
coup,0.125
offstage,-0.075
count,0.041666666666666664
francesco_petrarca,0.25
outstanding,0.40625
genitive_case,-0.25
prime_number,-0.25
compendious,0.375
trustingly,0.375
blatant,-0.0625
double_cream,0.125
cold_medicine,-0.125
dutch_hoe,0.125
tragic_flaw,-0.625
endearing,0.5
unenrgetic,-0.125
capitate,0.125
literate,0.09375
iteration,0.08333333333333333
trench_foot,-0.375
eosinophile,0.125
malapropism,-0.25
nudity,-0.25
homeless,-0.375
well-groomed,-0.1875
slickly,-0.125
conformation,0.20833333333333334
ceratophyllum,0.125
bowel_movement,-0.125
fledgling,0.09375
liven,0.125
rob,-0.25
bearing,0.07142857142857142
nonfatal,-0.375
irreplaceable,-0.75
unreceptive,-0.125
unimpeded,-0.625
low_quality,-0.556
ungracefulness,-0.625
hotbed,-0.1875
illicitness,-0.75
countywide,0.125
venus's_flytraps,0.125
prosper,0.125
mordaciously,0.625
penetration,0.041666666666666664
william_ewart_gladstone,0.125
anachronistically,0.25
buttinsky,-0.125
feodor_mikhailovich_dostoevsky,-0.625
psilotum,-0.125
constructiveness,0.25
incontrovertible,-0.3125
marshmallow,-0.125
thaumaturgist,-0.125
enfeebling,-0.375
meltdown,-0.1875
ball-shaped,0.125
hog_sucker,0.125
unweathered,-0.625
angulate,0.1875
hooch,-0.375
cannibalize,-0.25
awe-inspiring,0.75
frostbitten,-0.5
soporific,-0.16666666666666666
snigger,0.0625
debaucher,0.375
doltishly,0.25
soberly,0.125
toleration,-0.0625
parkinson's_syndrome,-0.5
gallows_tree,-0.5
ecumenism,0.0625
achlorhydria,-0.625
well-fixed,0.75
dentaria_diphylla,-0.125
scoreless,-0.5
heretical,0.5
unreproducibly,0.25
waif,-0.125
inglorious,-0.4375
unrepentant,-0.375
uprightly,0.125
morality,0.25
dreamless,-0.375
swiss_chard,-0.125
freakish,0.08333333333333333
junk_food,0.625
oxaprozin,-0.25
disgusting,-0.5
alienation,-0.25
knee-high,-0.125
pre-eminently,0.125
receptively,0.125
unintimidated,-0.125
sales_staff,0.25
ill-bred,-0.125
growling,-0.1875
vaccinee,0.125
horrified,-0.25
tendentious,0.125
scienter,-0.25
simpleton,0.25
scleritis,-0.625
trilobate,0.125
black_root_rot_fungus,-0.5
swell,-0.056818181818181816
atmospheric_phenomenon,-0.25
noncollapsable,-0.5
epidemic_parotitis,-0.375
undefinable,-0.125
illustrious,0.125
loxapine,-0.25
ungainliness,-0.375
somber,-0.4375
hearing_impairment,-0.5
heroism,0.5
seedless,-0.25
tearfully,0.125
hypermetropia,0.125
trammel,-0.020833333333333332
aphrodisia,0.625
brown_rot,-0.375
forked,-0.3125
kid-glove,0.5
bird,-0.041666666666666664
rejected,-0.5
disheartened,0.25
thermos_bottle,-0.125
severe,-0.2708333333333333
underfed,-0.375
muesli,-0.125
boorishness,-0.125
ultranationalistic,0.375
unrighteous,-0.25
so_far,0.08333333333333333
eumycota,0.125
couture,0.25
roundly,0.125
menopon_palladum,0.625
drearily,0.25
indemnity,-0.041666666666666664
repetitiousness,-0.5
irreligiousness,-0.5
justly,0.3125
vermillion_rockfish,0.125
dozens,-0.25
masochistically,0.25
glandular_cancer,-0.125
restlessness,-0.3125
quieten,-0.08333333333333333
unvented,-0.625
chevy,-0.125
drive_out,0.041666666666666664
construction_paper,0.125
foppishness,0.375
intentional,0.0625
fall_apart,-0.09375
antipsychotic_drug,0.25
fireball,0.0625
minutely,0.25
court_favor,0.125
closeness,0.22916666666666666
williams,0.08333333333333333
moa,-0.125
rationalize_away,-0.125
thz,-0.125
behavior_modification,0.5
worriedly,0.125
clout,0.025
pap_smear,-0.125
visible,0.3333333333333333
thick-haired,0.375
character_witness,0.125
alfred_edward_housman,0.125
threadbare,-0.1875
stranger,-0.375
asafetida,-0.25
aridity,-0.0625
unable,-0.4166666666666667
uninterested,-0.5625
unusable,-0.625
hypermetropic,-0.125
unneighbourly,-0.75
godless,-0.625
misquote,-0.4375
imperfectly,-0.5
bear_in_mind,0.375
ptyalin,-0.125
dangerously,-0.125
cut_in,0.025
penuriously,0.25
unfilled,-0.125
dylan_thomas,0.125
miscount,-0.1875
leucocytosis,-0.125
keratoconjunctivitis,-0.5
unflavoured,-0.125
beroe,0.125
ivry,-0.375
archimandrite,0.5
agammaglobulinemia,-0.625
jakob_behmen,0.375
quantifier,0.0625
disinfectant,0.25
on_the_nose,0.25
flighty,-0.125
frambesia,-0.25
spook,-0.16666666666666666
nontransmissible,-0.1875
ruscaceae,-0.625
equality,-0.25
unsmooth,-0.375
heartiness,-0.25
subtractive,0.25
kettle_of_fish,-0.5
dogie,0.125
soon,-0.125
purposelessly,-0.25
ichor,-0.125
deadliness,-0.25
wearing,-0.20833333333333334
nickel-and-dime,-0.15300000000000002
urticaria,-0.25
tibicen,-0.25
fullness,0.21875
turbulent,-0.375
amplitude_level,-0.25
counterrevolutionary,-0.4166666666666667
embassador,0.375
acanthocytosis,-0.125
avitaminosis,-0.25
trawl,0.08333333333333333
genus_carcharhinus,-0.125
know_what's_going_on,0.25
even_so,-0.375
boner,-0.375
suffocative,-0.25
heal,0.25
modulus_of_rigidity,-0.125
palliative,-0.625
leverage,0.025
lazaret,0.25
shield-shaped,0.125
speculativeness,-0.125
striped_drum,0.375
purse,0.020833333333333332
gynophobia,-0.25
overly,-0.125
misspell,-0.125
non-paying,-0.5
stanleya,-0.25
misestimate,-0.0625
plaudit,0.625
euclid's_postulate,-0.125
keratectasia,0.25
worn,-0.5625
freshness,0.1
uropathy,0.5
collision,-0.041666666666666664
herpangia,-0.5
outstare,-0.375
salafi_movement,0.125
musophaga,-0.125
in_spades,0.25
vertex,0.0625
touchy,-0.375
negotiate,0.0625
manic,-0.625
artemis_pontica,-0.125
precision_rifle,0.375
lacquer,-0.041666666666666664
don,0.03571428571428571
oculus_dexter,0.5
practice_of_law,0.125
hematuria,0.25
live,0.13157894736842105
nursery_school,-0.125
monolingually,0.25
green_dragon,-0.0625
extended,0.025
rip_van_winkle,-0.08333333333333333
fibroma,-0.125
cannonade,-0.125
loxostege_similalis,-0.0625
escrow_funds,0.25
buried,-0.375
chinese_angelica,-0.125
pietistic,0.3125
worthless,-0.5
disperse,0.020833333333333332
perfect,0.375
minor_tranquilliser,-0.375
catechetic,0.0625
hold_firm,-0.25
shwa,-0.125
sic,-0.0625
annihilative,0.375
vibe,-0.125
ill-sorted,-0.75
hooded_cloak,0.125
unalloyed,-0.25
metric,-0.1
overdue,-0.25
lean,-0.0625
erroneously,0.25
dung,-0.041666666666666664
abbot,0.5
instigative,0.25
questioningly,0.125
distrustful,0.375
incinerator,-0.125
gracility,0.375
trustfully,0.3125
bazaar,0.08333333333333333
dormant,-0.03125
dideoxycytosine,-0.125
vacuum,-0.1
unnaturally,-0.375
najas,-0.125
bowing,0.25
top_out,0.041666666666666664
blue-fruited,0.125
agnostical,0.375
spareribs,-0.0625
family_plasmodiophoraceae,-0.25
inconsequential,-0.0625
parametritis,-0.25
radiancy,0.25
belt-like,0.125
haplosporidian,-0.125
vigor,0.08333333333333333
neurolysin,0.5
origanum,0.125
eclectic,0.1875
grudgingly,0.25
signally,0.0625
attainability,0.125
shogunate,-0.5
radioprotection,-0.625
drabness,-0.125
amain,-0.125
genus_jaculus,0.125
division,0.010416666666666666
grape_phylloxera,-0.375
unnaturalised,-0.5
copper,-0.041666666666666664
fanaticism,-0.5
cynic,0.0625
worked_up,-0.25
hugely,-0.25
ahead_of_time,0.125
symbiotically,0.25
anomalously,0.25
nonaged,-0.75
syllogize,0.125
opaquely,0.25
salutation,0.2916666666666667
orthopnea,-0.125
vauntingly,-0.25
arborescent_plant,0.125
cordaites,0.125
shadow,-0.07291666666666667
atactic,-0.25
anaesthesia,-0.25
befoulment,0.125
palpitation,-0.0625
permissibly,0.375
noisome,-0.625
hogg,0.0625
duty-free,-0.125
superconductivity,-0.375
jerk-off,-0.125
incontrovertibleness,-0.375
first-rate,0.3125
practicality,0.25
depressive_disorder,-0.125
ginger_pop,-0.125
careen,-0.20833333333333334
ceremoniousness,0.25
germicidal,0.5
reverently,0.5
stalwartness,0.25
hectograph,-0.0625
fabulous,0.16666666666666666
knavishly,0.25
spurned,-0.5
disjointedly,0.25
airship,0.125
tottery,0.25
peripeteia,0.125
confine,0.020833333333333332
inexactitude,-0.625
bitumastic,-0.25
prudent,0.625
myotonia_atrophica,-0.25
injure,-0.5833333333333334
deserving,0.25
tidy,0.2
peacefully,0.375
family_erinaceidae,0.125
genus_threskiornis,-0.125
gall_midge,-0.125
ingrown,-0.25
harmonious,0.46875
lamenting,-0.625
shapeliness,0.375
over-the-top,-0.25
read_method,-0.125
contumely,-0.25
content,0.0375
traumatic_epilepsy,-0.25
discretionary,-0.0625
ineptness,-0.0625
dent,-0.03125
jubilation,-0.20833333333333334
william_carlos_williams,0.375
facetiously,-0.125
aroma,0.125
expectorator,0.25
swordsman,0.125
sarcostyle,0.125
dismantled,-0.125
adult,0.0625
eyesight,-0.125
pseudorubella,0.125
hooks,0.125
service,-0.006944444444444444
silklike,0.125
arthritis,-0.25
taste,0.125
mellowness,-0.025
grand_guignol,-0.125
yogi,0.0625
languish,-0.125
mercilessly,0.25
cane_blight,0.125
abounding,-0.25
genus_chamaeleon,-0.125
carminative,0.375
generalized_anxiety_disorder,0.125
expostulation,-0.125
superconducting_supercollider,-0.5
brevity,0.0625
phase_space,0.125
unprogressive,0.125
fasciolosis,-0.25
reshape,0.125
mycosis,-0.375
submission,-0.017857142857142856
quixotic,-0.375
300,-0.25
inconsistent,-0.4583333333333333
galvanising,-0.375
sturdiness,-0.041666666666666664
manikin,-0.08333333333333333
sapindus,-0.125
matured,0.1875
forceful,-0.125
dichloroethyl_sulfide,-0.25
sonatina,0.125
straightlaced,0.625
dishonorable,-0.4375
pug-nose,0.125
dependance,0.0625
psychopharmacology,0.125
psychogenesis,0.375
antiphlogistic,-0.75
evilly,-0.375
irresponsibility,-0.375
pat,0.125
canella,0.25
dissonate,-0.4375
cholinesterase,-0.25
pious,0.625
ungrasped,-0.25
asininity,0.375
breathing_space,-0.0625
gabble,-0.0625
matthew_walker_knot,0.25
unsalaried,-0.625
teaser,0.07142857142857142
sphinx_moth,0.125
discompose,-0.125
pinchbeck,-0.125
autotrophic_organism,0.125
secondary,-0.3512857142857143
vice,0.125
unconcern,-0.75
assured,0.3125
curry_favour,0.125
assuming,-0.5
lucius_tarquinius_superbus,-0.125
punctiliously,0.25
dry_gangrene,-0.125
lowbrow,0.0625
resonate,0.1875
bottommost,0.25
intimidated,0.25
generalized_seizure,0.375
smarmily,0.25
designedly,0.375
pyre,-0.125
bump_into,-0.125
domesticated_animal,-0.125
inattentively,0.5
boat_paddle,-0.5
pimp,0.0625
chummy,0.375
exert,-0.08333333333333333
seasick,-0.5
jubilancy,-0.25
mummify,0.08333333333333333
city_of_westminster,0.5
gallop_rhythm,0.5
woodenness,-0.125
splenetic,-0.375
meshed,-0.041666666666666664
palm_off,-0.375
disagree,0.125
discouragement,-0.20833333333333334
resonating,0.25
fireman,-0.125
suitably,0.25
left-eyed,0.125
privileged,0.08333333333333333
narrow-mindedness,0.5
unadvisedly,0.25
senility,-0.0625
vertigo,-0.375
unwished-for,-0.25
lepidodendraceae,0.25
snowy,0.041666666666666664
serious-minded,0.5
yardstick,-0.0625
mobbish,-0.25
frenetic,-0.25
furtiveness,0.5
illumination_unit,-0.125
race,0.0125
uncompahgre_peak,0.375
adversity,-0.4375
clear-eyed,0.625
ill_humour,-0.75
pert,0.25
quadriplegic,-0.125
omission,-0.09375
genealogically,0.125
skillet_fish,0.125
gloomily,-0.125
transcendent,0.5
mount_ararat,0.375
outbreak,-0.125
tirich_mir,0.25
bustier,0.25
indelicacy,-0.3125
unsheared,-0.25
mental_block,-0.625
irreparably,-0.375
sale_in_gross,-0.375
foreignness,-0.5
heat_prostration,-0.5
markedly,0.125
interstitial_pneumonia,0.125
outright,-0.28125
clinch,0.03409090909090909
pyemia,-0.125
aneurysm,-0.375
symphonic,0.125
amenableness,0.125
engorged,-0.25
trilateral,-0.041666666666666664
constricting,0.125
supersensitive,-0.25
faithlessly,0.25
ritz,0.20833333333333334
iron_mould,-0.125
screwy,-0.375
go-ahead,0.1875
lose_sight_of,0.125
orchitis,-0.875
polyvalency,0.25
associate_in_nursing,-0.125
ghastly,-0.4375
adventurism,0.125
cudweed,-0.125
ardent,0.125
intolerant,-0.3125
bottom_dog,-0.25
